Movie_ID,Title,Release_Date,Release_Year,Genre,Sub_Genre,Language,Country,Director,Production_Company,Budget_USD,Revenue_USD,Runtime_Min,IMDb_Rating,User_Rating,Vote_Count,Popularity_Score,OTT_Platform,OTT_Available,OTT_Release_Date,Content_Type,Age_Rating,Awards_Count,Franchise,Sequel
MV05119,Vikram,2023-12-21,2023,Action/Thriller,Thriller,Tamil,India,Lokesh Kanagaraj,Raaj Kamal Films International,131030000.0,88461000.0,119,6.2,5.8,1065,47.54,Netflix,Yes,2024-08-11,Movie,16+,2,,No
MV05120,Baahubali 2: The Conclusion,2020-07-10,2020,Action/Drama,Drama,Telugu,India,S. S. Rajamouli,Arka Media Works,38023000.0,194375000.0,148,8.4,8.6,30073,75.12,SonyLIV,Yes,2021-07-02,Movie,PG,4,Baahubali,Yes
MV05121,Baahubali 2: The Conclusion,2001-04-24,2001,Action/Drama,Drama,Telugu,India,S. S. Rajamouli,Arka Media Works,4184000.0,18977895.0,120,6.6,6.5,1108,49.8,Prime Video,Yes,2002-06-26,Movie,18+,2,Baahubali,Yes
MV05122,Parasite,2025-03-18,2025,Drama/Thriller,Thriller,Korean,South Korea,Bong Joon Ho,Barunson E&A,14829000.0,71078491.0,70,6.6,6.6,25713,35.48,HBO Max,Yes,2026-08-20,Movie,R,1,,No
MV05123,Stree,2010-01-13,2010,Comedy/Horror,Horror,Hindi,India,Amar Kaushik,Maddock Films,30535000.0,70540000.0,85,7.2,7.1,675,58.25,Disney+,Yes,2011-06-12,Movie,U/A,2,,No
MV05124,Bajrangi Bhaijaan,2005-06-18,2005,Comedy/Drama,Drama,Hindi,India,Kabir Khan,Salman Khan Films,8426000.0,226943438.0,108,7.4,7.5,18897,48.82,Netflix,Yes,2006-08-21,Series,PG-13,1,Fast & Furious,Yes
MV05125,Gully Boy,2025-08-11,2025,Drama/Music,Music,Hindi,India,Zoya Akhtar,Excel Entertainment,60588000.0,216919000.0,143,5.1,5.1,2199,34.42,Not Available,No,,Movie,PG,2,,No
MV05126,Vikram,2007-10-04,2007,Action/Thriller,Thriller,Tamil,India,Lokesh Kanagaraj,Raaj Kamal Films International,157895000.0,60776000.0,86,6.2,6.0,12175,52.3,Hulu,Yes,2007-12-22,Movie,PG-13,0,,No
MV05127,Dilwale Dulhania Le Jayenge,2003-09-04,2003,Romance/Drama,Drama,Hindi,India,Aditya Chopra,Yash Raj Films,378189000.0,573877000.0,89,6.9,6.6,333,19.77,Prime Video,Yes,2004-01-23,Movie,16+,3,,No
MV05128,Kantara,2017-04-12,2017,Action/Drama,Drama,Kannada,India,Rishab Shetty,Hombale Films,163754000.0,227404000.0,141,5.6,5.4,976,52.96,Netflix,Yes,2018-02-10,Movie,PG,1,,No
MV05129,The Godfather,2010-08-28,2010,Crime/Drama,Drama,English,USA,Francis Ford Coppola,Paramount Pictures,63291000.0,134235000.0,123,6.4,6.5,27861,79.05,Netflix,Yes,2011-06-13,Movie,16+,4,Marvel Universe,Yes
MV05130,Andhadhun,2004-08-21,2004,Crime/Thriller,Thriller,Hindi,India,Sriram Raghavan,Matchbox Pictures,12862000.0,22965313.0,143,6.9,6.8,9835,66.61,,Yes,2005-01-07,Movie,18+,2,,No
MV05131,PK,2014-03-12,2014,Comedy/Drama,Drama,Hindi,India,Rajkumar Hirani,Rajkumar Hirani Films,23373000.0,8978000.0,217,6.3,6.2,7688,57.29,Not Available,No,,Movie,U,2,,No
MV05132,Andhadhun,2017-02-15,2017,Crime/Thriller,Thriller,Hindi,India,Sriram Raghavan,Matchbox Pictures,53494000.0,83691000.0,116,8.0,7.8,1435,43.74,JioCinema,Yes,2017-08-31,Movie,PG-13,0,,No
MV05133,Jai Bhim,2001-09-14,2001,Drama/Legal,Legal,Tamil,India,T. J. Gnanavel,2D Entertainment,5380000.0,27238032.0,135,6.3,6.4,15700,19.14,HBO Max,Yes,2002-04-13,Movie,PG,0,,No
MV05134,Kahaani,2021-09-05,2021,Mystery/Thriller,Thriller,Hindi,India,Sujoy Ghosh,Bound Script Production,27834000.0,201746000.0,147,5.9,5.5,6673,40.3,Not Available,No,,Movie,U,2,,No
MV05135,Bajrangi Bhaijaan,2010-08-23,2010,Comedy/Drama,Drama,Hindi,India,Kabir Khan,Salman Khan Films,15833000.0,52261000.0,91,7.4,7.4,5215,68.74,Netflix,Yes,2011-10-15,Movie,R,1,,No
MV05136,Lagaan,2025-03-12,2025,Drama/Sport,Sport,Hindi,India,Ashutosh Gowariker,Aamir Khan Productions,7582000.0,35804951.0,107,4.0,3.9,4299,27.13,Prime Video,Yes,2026-03-16,Movie,R,0,Marvel Universe,No
MV05137,Gully Boy,2024-05-09,2024,Drama/Music,Music,Hindi,India,Zoya Akhtar,Excel Entertainment,21682000.0,59695000.0,115,6.5,6.4,2540,48.32,ZEE5,Yes,2024-07-22,Movie,U/A,2,,No
MV05138,Jai Bhim,2012-04-03,2012,Drama/Legal,Legal,Tamil,India,T. J. Gnanavel,2D Entertainment,24688000.0,325620000.0,83,6.9,7.0,40954,30.31,Netflix,Yes,2013-07-05,Series,R,2,,No
MV05139,Rockstar,2003-07-08,2003,Drama/Music,Music,Hindi,India,Imtiaz Ali,Eros International,15534000.0,8696000.0,161,7.8,7.8,1311,62.92,Netflix,Yes,2004-08-04,Movie,16+,1,DC Universe,No
MV05140,The Godfather,2021-05-13,2021,Crime/Drama,Drama,English,USA,Francis Ford Coppola,Paramount Pictures,24096000.0,87252000.0,139,7.1,7.2,10634,48.62,Apple TV+,Yes,2021-11-13,Movie,PG-13,3,Fast & Furious,Yes
MV05141,PK,2006-08-05,2006,Comedy/Drama,Drama,Hindi,India,Rajkumar Hirani,Rajkumar Hirani Films,67133000.0,497506000.0,118,7.5,7.2,7204,76.54,ZEE5,Yes,2007-02-26,Movie,PG-13,5,,No
MV05142,The Godfather,2010-09-07,2010,Crime/Drama,Drama,English,USA,Francis Ford Coppola,Paramount Pictures,24676000.0,87429000.0,99,5.9,6.1,4139,40.14,Disney+,Yes,2012-03-06,Movie,18+,0,Fast & Furious,No
MV05143,Gully Boy,2021-05-09,2021,Drama/Music,Music,Hindi,India,Zoya Akhtar,Excel Entertainment,72516000.0,100358000.0,132,6.0,5.6,7703,69.71,HBO Max,Yes,2022-02-27,Series,PG,2,,No
MV05144,Kantara,2023-05-08,2023,Action/Drama,Drama,Kannada,India,Rishab Shetty,Hombale Films,54616000.0,105998000.0,94,6.3,6.4,9531,42.98,Not Available,No,,Movie,PG,2,,No
MV05145,The Dark Knight,2003-12-04,2003,Action/Crime,Crime,English,USA,Christopher Nolan,Warner Bros.,5452000.0,8664839.0,153,4.4,4.4,1028,16.08,Prime Video,Yes,2004-06-18,Movie,U/A,1,,No
MV05146,Dilwale Dulhania Le Jayenge,2014-09-28,2014,Romance/Drama,Drama,Hindi,India,Aditya Chopra,Yash Raj Films,128106000.0,45757000.0,142,7.9,7.9,3069,70.2,Prime Video,Yes,2015-11-23,Series,PG-13,2,Star Wars,No
MV05147,Jawan,2000-06-22,2000,Action/Thriller,Thriller,Hindi,India,Atlee,Red Chillies Entertainment,6909000.0,58098491.0,86,6.2,6.3,3851,43.15,Prime Video,Yes,2001-03-19,Movie,PG-13,4,,No
MV05148,3 Idiots,2022-03-13,2022,Comedy/Drama,Drama,Hindi,India,Rajkumar Hirani,Aamir Khan Productions,15525000.0,253603000.0,151,7.4,7.4,2777,56.59,HBO Max,Yes,2022-12-03,Series,16+,2,,No
MV05149,Kantara,2002-03-04,2002,Action/Drama,Drama,Kannada,India,Rishab Shetty,Hombale Films,12711000.0,62722795.0,100,5.8,6.2,4242,41.07,Prime Video,Yes,2003-07-07,Movie,R,2,,No
MV05150,Baahubali: The Beginning,2013-01-22,2013,Action/Drama,Drama,Telugu,India,S. S. Rajamouli,Arka Media Works,5667000.0,2988677.0,115,3.9,4.1,4395,66.39,Prime Video,Yes,2013-05-24,Movie,16+,3,Baahubali,No
MV05151,Animal,2005-01-11,2005,Crime/Drama,Drama,Hindi,India,Sandeep Reddy Vanga,T-Series Films,21217000.0,9948000.0,123,6.2,6.1,14064,51.21,Not Available,No,,Movie,R,1,Star Wars,Yes
MV05152,Kabhi Khushi Kabhie Gham,2017-04-07,2017,Drama/Romance,Romance,Hindi,India,Karan Johar,Dharma Productions,58721000.0,27480000.0,131,8.0,8.5,2918,58.44,Prime Video,Yes,2017-05-19,Movie,PG-13,1,,No
MV05153,PK,2024-12-06,2024,Comedy/Drama,Drama,Hindi,India,Rajkumar Hirani,Rajkumar Hirani Films,51701000.0,75304000.0,133,5.3,5.2,6215,42.52,JioCinema,Yes,2025-05-29,Movie,U/A,1,Star Wars,Yes
MV05154,Andhadhun,2000-08-20,2000,Crime/Thriller,Thriller,Hindi,India,Sriram Raghavan,Matchbox Pictures,103627000.0,552029000.0,129,6.6,6.2,5451,21.88,HBO Max,Yes,2000-11-10,Movie,U,3,,No
MV05155,PK,2005-09-26,2005,Comedy/Drama,Drama,Hindi,India,Rajkumar Hirani,Rajkumar Hirani Films,600010000.0,1492325000.0,127,5.0,5.1,1689,43.28,Prime Video,Yes,2006-06-24,Movie,U/A,2,Fast & Furious,Yes
MV05156,Pushpa: The Rise,2005-08-14,2005,Action/Drama,Drama,Telugu,India,Sukumar,Mythri Movie Makers,33239000.0,100360000.0,107,7.9,7.7,23404,64.3,Prime Video,Yes,2006-10-11,Movie,U/A,2,Pushpa,No
MV05157,Kantara,2020-05-22,2020,Action/Drama,Drama,Kannada,India,Rishab Shetty,Hombale Films,33443000.0,157971000.0,157,7.8,8.1,3988,47.82,Prime Video,Yes,2021-05-02,Movie,R,1,,No
MV05158,Taare Zameen Par,2015-05-15,2015,Drama,Drama,Hindi,India,Aamir Khan,Aamir Khan Productions,38585000.0,713387000.0,94,6.2,6.3,3779,67.81,HBO Max,Yes,2015-12-23,Movie,R,4,Mission Impossible,Yes
MV05159,Bajrangi Bhaijaan,2004-06-01,2004,Comedy/Drama,Drama,Hindi,India,Kabir Khan,Salman Khan Films,39377000.0,20756000.0,147,6.6,6.4,2319,52.34,Disney+,Yes,2005-07-19,Movie,PG,1,Star Wars,Yes
MV05160,K.G.F: Chapter 1,2016-04-09,2016,Action/Crime,Crime,Kannada,India,Prashanth Neel,Hombale Films,62897000.0,74008000.0,114,8.7,8.3,64864,37.24,HBO Max,Yes,2016-09-14,Series,U,4,K.G.F,No
MV05161,Interstellar,2009-04-02,2009,Sci-Fi/Drama,Drama,English,USA,Christopher Nolan,Paramount Pictures,26048000.0,33812000.0,151,8.1,7.9,28760,51.56,Apple TV+,Yes,2010-04-03,Movie,U/A,7,,No
MV05162,Master,2020-06-02,2020,Action/Drama,Drama,Tamil,India,Lokesh Kanagaraj,XB Film Creators,10759000.0,,106,7.2,7.2,9008,71.74,Netflix,Yes,2020-09-13,Movie,R,3,Toy Story,No
MV05163,Pulp Fiction,2017-03-07,2017,Crime/Drama,Drama,English,USA,Quentin Tarantino,Miramax,12790000.0,152326529.0,131,9.7,9.8,7685,88.13,JioCinema,Yes,2018-04-01,Movie,PG,4,,No
MV05164,Dangal,2006-04-17,2006,Biography/Drama,Drama,Hindi,India,Nitesh Tiwari,Aamir Khan Productions,31006000.0,80791000.0,128,6.1,5.8,33582,35.4,JioCinema,Yes,2006-07-11,Movie,16+,1,Jurassic,No
MV05165,RRR,2002-09-22,2002,Action/Drama,Drama,Telugu,India,S. S. Rajamouli,DVV Entertainment,36414000.0,15105000.0,154,7.4,7.4,2425,55.15,Prime Video,Yes,2004-03-17,Movie,18+,2,,No
MV05166,Baahubali 2: The Conclusion,2012-09-19,2012,Action/Drama,Drama,Telugu,India,S. S. Rajamouli,Arka Media Works,59532000.0,220054000.0,112,6.8,6.8,1457,32.1,Disney+,Yes,2014-02-07,Movie,U/A,3,Baahubali,Yes
MV05167,PK,2014-05-25,2014,Comedy/Drama,Drama,Hindi,India,Rajkumar Hirani,Rajkumar Hirani Films,285816000.0,283386000.0,83,8.1,8.2,2397,56.55,Not Available,No,,Series,R,5,,No
MV05168,Jai Bhim,2019-06-18,2019,Drama/Legal,Legal,Tamil,India,T. J. Gnanavel,2D Entertainment,3969000.0,72329011.0,128,8.4,8.5,2923,48.87,JioCinema,Yes,2019-10-28,Series,PG-13,5,,No
MV05169,Pathaan,2018-01-25,2018,Action/Thriller,Thriller,Hindi,India,Siddharth Anand,Yash Raj Films,48888000.0,243394000.0,96,8.1,8.1,5267,46.2,Netflix,Yes,2019-05-11,Movie,18+,5,Toy Story,Yes
MV05170,Barfi!,2002-01-14,2002,Comedy/Drama,Drama,Hindi,India,Anurag Basu,UTV Motion Pictures,14472000.0,44027524.0,117,6.6,6.9,9430,57.78,Netflix,Yes,2002-12-10,Movie,U,4,,No
MV05171,Queen,2003-05-17,2003,Comedy/Drama,Drama,Hindi,India,Vikas Bahl,Phantom Films,26037000.0,36729000.0,70,9.7,9.6,21369,77.93,Not Available,No,,Series,R,6,Jurassic,No
MV05172,Stree,2004-05-21,2004,Comedy/Horror,Horror,Hindi,India,Amar Kaushik,Maddock Films,95461000.0,100829000.0,104,8.9,9.4,5670,74.87,SonyLIV,Yes,2004-12-20,Movie,U,5,James Bond,Yes
MV05173,Dangal,2000-07-23,2000,Biography/Drama,Drama,Hindi,India,Nitesh Tiwari,Aamir Khan Productions,58439000.0,166505000.0,109,5.2,5.4,665,47.27,Not Available,No,,Movie,PG-13,0,,No
MV05174,Gully Boy,2003-11-10,2003,Drama/Music,Music,Hindi,India,Zoya Akhtar,Excel Entertainment,16713000.0,10265000.0,98,8.4,8.2,209,46.81,HBO Max,Yes,2004-01-08,Movie,16+,7,,No
MV05175,Andhadhun,2011-01-25,2011,Crime/Thriller,Thriller,Hindi,India,Sriram Raghavan,Matchbox Pictures,32514000.0,76148000.0,116,7.5,7.5,427,54.96,HBO Max,Yes,2011-09-10,Movie,PG-13,1,,No
MV05176,The Shawshank Redemption,2023-01-05,2023,Drama,Drama,English,USA,Frank Darabont,Castle Rock Entertainment,17771000.0,71200000.0,100,6.7,7.0,2071,35.52,Netflix,Yes,2023-04-23,Movie,PG,4,,No
MV05177,Taare Zameen Par,2009-07-12,2009,Drama,Drama,Hindi,India,Aamir Khan,Aamir Khan Productions,25518000.0,19927000.0,136,7.7,7.7,14549,76.21,Not Available,No,,Series,18+,3,Star Wars,Yes
MV05178,Rockstar,2022-08-18,2022,Drama/Music,Music,Hindi,India,Imtiaz Ali,Eros International,113099000.0,242486000.0,128,6.5,6.3,5825,53.9,JioCinema,Yes,2023-08-27,Movie,U/A,3,DC Universe,Yes
MV05179,K.G.F: Chapter 1,2024-01-20,2024,Action/Crime,Crime,Kannada,India,Prashanth Neel,Hombale Films,27837000.0,27458000.0,147,6.4,6.3,490,51.5,Prime Video,Yes,2024-12-20,Movie,U,4,K.G.F,No
MV05180,Zindagi Na Milegi Dobara,2020-12-04,2020,Adventure/Comedy,Comedy,Hindi,India,Zoya Akhtar,Excel Entertainment,9937000.0,15390114.0,94,6.8,6.9,5929,71.89,HBO Max,Yes,2021-09-25,Series,PG-13,2,Star Wars,Yes
MV05181,Titanic,2025-10-12,2025,Romance/Drama,Drama,English,USA,James Cameron,20th Century Fox,12268000.0,101261660.0,95,8.0,7.7,564,38.25,Prime Video,Yes,2026-02-22,Movie,R,1,,No
MV05182,PK,2019-06-01,2019,Comedy/Drama,Drama,Hindi,India,Rajkumar Hirani,Rajkumar Hirani Films,18389000.0,25428000.0,146,7.5,7.4,4345,69.8,Netflix,Yes,2020-07-26,Movie,18+,1,,No
MV05183,Kabhi Khushi Kabhie Gham,2023-01-03,2023,Drama/Romance,Romance,Hindi,India,Karan Johar,Dharma Productions,28152000.0,651138000.0,82,5.7,6.0,8689,22.92,Apple TV+,Yes,2023-05-29,Movie,18+,0,DC Universe,No
MV05184,Kabhi Khushi Kabhie Gham,2024-05-12,2024,Drama/Romance,Romance,Hindi,India,Karan Johar,Dharma Productions,79521000.0,41433000.0,152,8.4,8.5,2136,62.5,Apple TV+,Yes,2025-01-30,Movie,U,5,,No
MV05185,K.G.F: Chapter 1,2012-06-21,2012,Action/Crime,Crime,Kannada,India,Prashanth Neel,Hombale Films,31956000.0,74704000.0,142,6.7,6.6,2978,39.34,HBO Max,Yes,2012-11-06,Movie,16+,3,K.G.F,No
MV05186,Interstellar,2022-05-09,2022,Sci-Fi/Drama,Drama,English,USA,Christopher Nolan,Paramount Pictures,5829000.0,,103,6.5,6.8,82160,61.63,Not Available,No,,Movie,R,5,,No
MV05187,Baahubali 2: The Conclusion,2013-02-28,2013,Action/Drama,Drama,Telugu,India,S. S. Rajamouli,Arka Media Works,44677000.0,56378000.0,83,9.0,9.1,5040,67.91,Not Available,No,,Movie,18+,4,Baahubali,Yes
MV05188,Zindagi Na Milegi Dobara,2022-12-01,2022,Adventure/Comedy,Comedy,Hindi,India,Zoya Akhtar,Excel Entertainment,82251000.0,1015939000.0,126,5.5,5.8,3019,49.54,Hulu,Yes,2023-08-04,Movie,16+,0,Marvel Universe,Yes
MV05189,PK,2004-06-25,2004,Comedy/Drama,Drama,Hindi,India,Rajkumar Hirani,Rajkumar Hirani Films,18013000.0,87483000.0,87,5.3,5.2,9474,54.89,Prime Video,Yes,2004-12-12,Movie,R,2,,No
MV05190,Pushpa: The Rise,2003-07-24,2003,Action/Drama,Drama,Telugu,India,Sukumar,Mythri Movie Makers,46306000.0,77461000.0,142,7.3,7.4,234,74.26,Netflix,Yes,2004-03-27,Movie,16+,0,Pushpa,No
MV05191,Forrest Gump,2013-05-26,2013,Drama/Romance,Romance,English,USA,Robert Zemeckis,Paramount Pictures,61804000.0,295258000.0,99,5.6,5.9,12225,47.78,ZEE5,Yes,2013-06-28,Movie,PG,2,Harry Potter,Yes
MV05192,The Godfather,2009-04-06,2009,Crime/Drama,Drama,English,USA,Francis Ford Coppola,Paramount Pictures,21683000.0,62500000.0,148,7.6,7.8,1594,64.11,Netflix,Yes,2009-08-09,Movie,U,4,,No
MV05193,The Godfather,2016-03-17,2016,Crime/Drama,Drama,English,USA,Francis Ford Coppola,Paramount Pictures,16915000.0,37222000.0,113,6.9,7.1,10909,76.78,Netflix,Yes,2017-08-26,Movie,16+,0,Fast & Furious,Yes
MV05194,Animal,2009-11-04,2009,Crime/Drama,Drama,Hindi,India,Sandeep Reddy Vanga,T-Series Films,36127000.0,47035000.0,116,6.7,7.0,43127,54.03,SonyLIV,Yes,2011-02-13,Movie,R,1,,No
MV05195,The Shawshank Redemption,2025-09-20,2025,Drama,Drama,English,USA,Frank Darabont,Castle Rock Entertainment,16671000.0,76093000.0,145,9.1,9.0,2211,55.91,Prime Video,Yes,2025-11-19,Series,PG-13,3,,No
MV05196,Baahubali: The Beginning,2006-01-04,2006,Action/Drama,Drama,Telugu,India,S. S. Rajamouli,Arka Media Works,12788000.0,200855416.0,137,7.8,8.0,207,61.68,Not Available,No,,Movie,U/A,0,Baahubali,No
MV05197,Pulp Fiction,2015-07-03,2015,Crime/Drama,Drama,English,USA,Quentin Tarantino,Miramax,22951000.0,16676000.0,92,9.1,8.9,812,80.68,Not Available,No,,Series,U,4,Marvel Universe,Yes
MV05198,Gully Boy,2000-10-22,2000,Drama/Music,Music,Hindi,India,Zoya Akhtar,Excel Entertainment,26447000.0,2736000.0,95,5.6,5.8,1651,48.19,Apple TV+,Yes,2001-09-23,Series,U,1,,No
MV05199,Andhadhun,2016-01-27,2016,Crime/Thriller,Thriller,Hindi,India,Sriram Raghavan,Matchbox Pictures,39417000.0,22128000.0,178,8.1,8.0,1376,47.5,SonyLIV,Yes,2016-10-18,Movie,PG-13,4,,Yes
MV05200,Kabhi Khushi Kabhie Gham,2020-04-19,2020,Drama/Romance,Romance,Hindi,India,Karan Johar,Dharma Productions,121868000.0,,95,4.9,4.6,89287,25.48,Netflix,Yes,2020-12-26,Movie,R,3,,No
MV05201,Baahubali 2: The Conclusion,2008-01-16,2008,Action/Drama,Drama,Telugu,India,S. S. Rajamouli,Arka Media Works,23617000.0,46868000.0,93,6.3,6.3,297,45.03,Hulu,Yes,2008-04-28,Movie,16+,0,Baahubali,Yes
MV05202,Animal,2005-03-20,2005,Crime/Drama,Drama,Hindi,India,Sandeep Reddy Vanga,T-Series Films,9334000.0,14288766.0,111,5.1,5.2,1395,42.9,HBO Max,Yes,2006-02-18,Movie,R,2,Star Wars,Yes
MV05203,RRR,2018-05-22,2018,Action/Drama,Drama,Telugu,India,S. S. Rajamouli,DVV Entertainment,20138000.0,22891000.0,113,6.8,6.9,167,46.23,Prime Video,Yes,2019-04-14,Series,16+,4,,No
MV05204,Vikram,2012-02-02,2012,Action/Thriller,Thriller,Tamil,India,Lokesh Kanagaraj,Raaj Kamal Films International,66983000.0,97690000.0,124,7.8,7.8,19766,78.5,Not Available,No,,Movie,U,5,,No
MV05205,Animal,2002-06-21,2002,Crime/Drama,Drama,Hindi,India,Sandeep Reddy Vanga,T-Series Films,199281000.0,62050000.0,94,7.4,7.4,4758,73.06,Not Available,No,,Movie,U/A,3,,No
MV05206,Kahaani,2006-01-19,2006,Mystery/Thriller,Thriller,Hindi,India,Sujoy Ghosh,Bound Script Production,36913000.0,108077000.0,141,8.7,8.9,10965,48.44,ZEE5,Yes,2007-06-16,Series,U,5,Fast & Furious,No
MV05207,Inception,2021-11-05,2021,Sci-Fi/Thriller,Thriller,English,USA,Christopher Nolan,Warner Bros.,22446000.0,84196000.0,87,6.6,6.7,185,31.8,Not Available,No,,Movie,R,3,,No
MV05208,Interstellar,2008-12-28,2008,Sci-Fi/Drama,Drama,English,USA,Christopher Nolan,Paramount Pictures,101711000.0,90326000.0,100,6.2,6.0,664,53.62,Not Available,No,,Movie,16+,2,,No
MV05209,K.G.F: Chapter 1,2021-02-01,2021,Action/Crime,Crime,Kannada,India,Prashanth Neel,Hombale Films,94834000.0,990147000.0,114,7.1,7.2,37885,72.22,Apple TV+,Yes,2021-10-28,Series,U,0,K.G.F,No
MV05210,Master,2004-09-21,2004,Action/Drama,Drama,Tamil,India,Lokesh Kanagaraj,XB Film Creators,16154000.0,96970000.0,115,6.1,6.0,1864,63.02,HBO Max,Yes,2004-12-05,Movie,R,2,Marvel Universe,Yes
MV05211,Avatar,2009-02-26,2009,Sci-Fi/Adventure,Adventure,English,USA,James Cameron,20th Century Fox,73009000.0,346136000.0,119,7.7,7.8,5433,67.55,Not Available,No,,Movie,PG,0,Marvel Universe,Yes
MV05212,Baahubali 2: The Conclusion,2022-04-03,2022,Action/Drama,Drama,Telugu,India,S. S. Rajamouli,Arka Media Works,16792000.0,67532000.0,84,5.9,6.3,94,42.7,Not Available,No,,Movie,R,4,Baahubali,Yes
MV05213,3 Idiots,2016-07-17,2016,Comedy/Drama,Drama,Hindi,India,Rajkumar Hirani,Aamir Khan Productions,252832000.0,911670000.0,111,5.8,5.7,2984,43.25,Apple TV+,Yes,2017-07-12,Movie,16+,2,Marvel Universe,Yes
MV05214,Barfi!,2011-10-12,2011,Comedy/Drama,Drama,Hindi,India,Anurag Basu,UTV Motion Pictures,11528000.0,58705980.0,144,6.3,6.1,9350,51.01,Netflix,Yes,2012-03-04,Movie,U,1,Star Wars,No
MV05215,The Shawshank Redemption,2022-12-20,2022,Drama,Drama,English,USA,Frank Darabont,Castle Rock Entertainment,73590000.0,262252000.0,127,5.0,4.7,5146,31.68,JioCinema,Yes,2024-04-06,Movie,PG-13,3,DC Universe,Yes
MV05216,Baahubali 2: The Conclusion,2015-07-27,2015,Action/Drama,Drama,Telugu,India,S. S. Rajamouli,Arka Media Works,14676000.0,72280909.0,133,8.2,8.1,5310,65.98,Netflix,Yes,2015-11-28,Series,U/A,3,Baahubali,Yes
MV05217,The Godfather,2002-10-05,2002,Crime/Drama,Drama,English,USA,Francis Ford Coppola,Paramount Pictures,15532000.0,29277000.0,154,7.1,7.0,13681,45.94,ZEE5,Yes,2003-12-17,Movie,18+,1,,No
MV05218,Barfi!,2024-04-20,2024,Comedy/Drama,Drama,Hindi,India,Anurag Basu,UTV Motion Pictures,70573000.0,1003583000.0,172,7.6,7.3,6608,52.92,SonyLIV,Yes,2025-03-16,Movie,PG,2,,No
MV05219,Master,2021-11-28,2021,Action/Drama,Drama,Tamil,India,Lokesh Kanagaraj,XB Film Creators,14550000.0,24082543.0,126,6.4,6.7,2670,73.04,Apple TV+,Yes,2022-12-04,Movie,U,0,,No
MV05220,Drishyam,2008-02-24,2008,Crime/Thriller,Thriller,Hindi,India,Nishikant Kamat,Panorama Studios,11515000.0,40470319.0,131,7.3,7.2,1123,70.82,Not Available,No,,Movie,U,2,,No
MV05221,Gully Boy,2014-12-16,2014,Drama/Music,Music,Hindi,India,Zoya Akhtar,Excel Entertainment,12267000.0,140835406.0,80,6.6,6.6,2826,52.1,Hulu,Yes,2015-05-16,Movie,U/A,3,,No
MV05222,Stree,2004-04-02,2004,Comedy/Horror,Horror,Hindi,India,Amar Kaushik,Maddock Films,28728000.0,137835000.0,102,6.2,6.0,4324,60.18,Prime Video,Yes,2004-06-06,Series,16+,0,DC Universe,No
MV05223,Kabhi Khushi Kabhie Gham,2022-09-28,2022,Drama/Romance,Romance,Hindi,India,Karan Johar,Dharma Productions,56846000.0,192638000.0,108,5.7,5.6,13755,32.21,Prime Video,Yes,2023-02-24,Movie,16+,3,,No
MV05224,Gully Boy,2012-10-13,2012,Drama/Music,Music,Hindi,India,Zoya Akhtar,Excel Entertainment,4110000.0,10360358.0,88,9.7,9.7,73581,76.8,Netflix,Yes,2013-01-04,Movie,U/A,4,,No
MV05225,Queen,2013-07-19,2013,Comedy/Drama,Drama,Hindi,India,Vikas Bahl,Phantom Films,56260000.0,424293000.0,126,8.8,8.9,134,76.46,Not Available,No,,Series,R,5,,No
MV05226,The Shawshank Redemption,2019-07-01,2019,Drama,Drama,English,USA,Frank Darabont,Castle Rock Entertainment,15626000.0,22225000.0,151,7.0,7.2,1279,29.84,Prime Video,Yes,2019-12-31,Series,PG,1,Harry Potter,No
MV05227,K.G.F: Chapter 2,2014-12-17,2014,Action/Crime,Crime,Kannada,India,Prashanth Neel,Hombale Films,85479000.0,,146,8.3,8.3,8854,62.51,Not Available,No,,Movie,U/A,5,K.G.F,Yes
MV05228,Dangal,2015-04-04,2015,Biography/Drama,Drama,Hindi,India,Nitesh Tiwari,Aamir Khan Productions,44911000.0,118634000.0,117,6.2,6.0,5767,46.16,HBO Max,Yes,2016-02-29,Movie,U,1,,No
MV05229,Dangal,2022-04-09,2022,Biography/Drama,Drama,Hindi,India,Nitesh Tiwari,Aamir Khan Productions,17573000.0,267655000.0,105,7.3,6.9,6201,50.42,ZEE5,Yes,2023-03-01,Series,PG-13,2,,No
MV05230,PK,2012-06-03,2012,Comedy/Drama,Drama,Hindi,India,Rajkumar Hirani,Rajkumar Hirani Films,53569000.0,52615000.0,154,7.8,8.2,4598,41.77,HBO Max,Yes,2013-08-17,Movie,16+,0,,No
MV05231,Dilwale Dulhania Le Jayenge,2016-06-02,2016,Romance/Drama,Drama,Hindi,India,Aditya Chopra,Yash Raj Films,34833000.0,53478000.0,101,8.1,8.5,952,37.4,Not Available,No,,Series,PG-13,8,,No
MV05232,Taare Zameen Par,2022-02-23,2022,Drama,Drama,Hindi,India,Aamir Khan,Aamir Khan Productions,53189000.0,144214000.0,103,7.2,7.2,4886,52.81,JioCinema,Yes,2022-04-23,Movie,PG-13,1,,No
MV05233,The Dark Knight,2007-03-07,2007,Action/Crime,Crime,English,USA,Christopher Nolan,Warner Bros.,279800000.0,763160000.0,131,5.6,5.6,2070,38.7,Not Available,No,,Movie,PG-13,0,Star Wars,Yes
